<saosp;
OPERATING SYSTEM AREA

POS  ADDRESS                    VALUE  MEANING
663 100307 0104     7         H'049C  513 H'0000 H'0020 
663 100307 0104     7         H'049C  506 H'0000 H'00DE 
                                      506 H'0001 H'001D 
                                      506 H'0002 H'00E5 
                                      506 H'0003 H'0000 
663 100307 0104     7         H'049C  512 H'0001 H'0001 
663 100307 0104     7         H'049C  513 H'0000 H'00C0 
663 100307 0101     7         H'049C  509 H'0000 H'0000 
663 100307 0101     7         H'049C  512 H'0001 H'0000 
651 100224 1158     9         H'0006    0 H'0000 H'0000 
651 100224 1158     7         H'049C  513 H'0000 H'0015 
651 100224 1158     7         H'049C  512 H'0002 H'0000 
651 100224 1158     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
650 100224 1125     9         H'0006    0 H'0000 H'0000 
650 100224 1125     7         H'049C  513 H'0000 H'0014 
650 100224 1124     7         H'049C  512 H'0002 H'0000 
650 100224 1124     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
634 100209 1152     9         H'0006    0 H'0000 H'0000 
634 100209 1152     7         H'049C  513 H'0000 H'0014 
634 100209 1152     7         H'049C  512 H'0002 H'0000 
634 100209 1152     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
632 100208 1242     9         H'0006    0 H'0000 H'0000 
632 100208 1242     7         H'049C  513 H'0000 H'0014 
632 100208 1242     7         H'049C  512 H'0002 H'0000 
632 100208 1242     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
630 100207 0109     7         H'049C  513 H'0000 H'0020 
630 100207 0109     7         H'049C  506 H'0000 H'00EA 
                                      506 H'0001 H'001D 
                                      506 H'0002 H'0102 
                                      506 H'0003 H'0000 
630 100207 0109     7         H'049C  512 H'0001 H'0001 
630 100207 0109     7         H'049C  513 H'0000 H'00D0 
630 100207 0105     7         H'049C  509 H'0000 H'0000 
630 100207 0105     7         H'049C  512 H'0001 H'0000 
630 100207 0104     7         H'049C  513 H'0000 H'0020 
630 100207 0104     7         H'049C  506 H'0000 H'00EB 
                                      506 H'0001 H'001C 
                                      506 H'0002 H'014B 
                                      506 H'0003 H'0000 
630 100207 0104     7         H'049C  512 H'0001 H'0001 
630 100207 0104     7         H'049C  513 H'0000 H'00BF 
630 100207 0101     7         H'049C  509 H'0000 H'0000 
630 100207 0101     7         H'049C  512 H'0001 H'0000 
627 100205 1445     9         H'0006    0 H'0000 H'0000 
627 100205 1445     7         H'049C  513 H'0000 H'0014 
627 100205 1444     7         H'049C  512 H'0002 H'0000 
627 100205 1444     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
619 100129 1709     9         H'0006    0 H'0000 H'0000 
619 100129 1709     7         H'049C  513 H'0000 H'0014 
619 100129 1709     7         H'049C  512 H'0002 H'0000 
619 100129 1709     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
618 100129 1519     9         H'0006    0 H'0000 H'0000 
618 100129 1519     7         H'049C  513 H'0000 H'0015 
618 100129 1519     7         H'049C  512 H'0002 H'0000 
618 100129 1519     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
616 100128 1430     9         H'0006    0 H'0000 H'0000 
616 100128 1430     7         H'049C  513 H'0000 H'0014 
616 100128 1430     7         H'049C  512 H'0002 H'0000 
616 100128 1430     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
609 100122 1750     9         H'0006    0 H'0000 H'0000 
609 100122 1750     7         H'049C  513 H'0000 H'0014 
609 100122 1749     7         H'049C  512 H'0002 H'0000 
609 100122 1749     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
606 100120 1041     9         H'0006    0 H'0000 H'0000 
606 100120 1041     7         H'049C  513 H'0000 H'0016 
606 100120 1041     7         H'049C  512 H'0002 H'0000 
606 100120 1041     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
599 100114 1752     9         H'0006    0 H'0000 H'0000 
599 100114 1752     7         H'049C  513 H'0000 H'0015 
599 100114 1751     7         H'049C  512 H'0002 H'0000 
599 100114 1751     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
588 100104 1542     9         H'0006    0 H'0000 H'0000 
588 100104 1542     7         H'049C  513 H'0000 H'0015 
588 100104 1541     7         H'049C  512 H'0002 H'0000 
588 100104 1541     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
586 100103 0109     7         H'049C  513 H'0000 H'0020 
586 100103 0109     7         H'049C  506 H'0000 H'00E5 
                                      506 H'0001 H'001D 
                                      506 H'0002 H'0128 
                                      506 H'0003 H'0000 
586 100103 0108     7         H'049C  512 H'0001 H'0001 
586 100103 0108     7         H'049C  513 H'0000 H'00BF 
586 100103 0105     7         H'049C  509 H'0000 H'0000 
586 100103 0105     7         H'049C  512 H'0001 H'0000 
586 100103 0104     7         H'049C  513 H'0000 H'001F 
586 100103 0104     7         H'049C  506 H'0000 H'00E7 
                                      506 H'0001 H'001D 
                                      506 H'0002 H'00FF 
                                      506 H'0003 H'0000 
586 100103 0104     7         H'049C  512 H'0001 H'0001 
586 100103 0104     7         H'049C  513 H'0000 H'00BF 
586 100103 0101     7         H'049C  509 H'0000 H'0000 
586 100103 0101     7         H'049C  512 H'0001 H'0000 
583 100101 0840     9         H'0006    0 H'0000 H'0000 
583 100101 0840     7         H'049C  513 H'0000 H'0014 
583 100101 0839     7         H'049C  512 H'0002 H'0000 
583 100101 0839     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
580 091230 1205     9         H'0006    0 H'0000 H'0000 
580 091230 1205     7         H'049C  513 H'0000 H'0014 
580 091230 1205     7         H'049C  512 H'0002 H'0000 
580 091230 1205     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
577 091228 2147     9         H'0006    0 H'0000 H'0000 
577 091228 2147     7         H'049C  513 H'0000 H'0015 
577 091228 2146     7         H'049C  512 H'0002 H'0000 
577 091228 2146     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
576 091228 2138     9         H'0006    0 H'0000 H'0000 
576 091228 2138     7         H'049C  513 H'0000 H'0015 
576 091228 2137     7         H'049C  512 H'0002 H'0000 
576 091228 2137     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
570 091223 2216     9         H'0006    0 H'0000 H'0000 
570 091223 2216     7         H'049C  513 H'0000 H'0015 
570 091223 2216     7         H'049C  512 H'0002 H'0000 
570 091223 2216     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
569 091223 1424     9         H'0006    0 H'0000 H'0000 
569 091223 1424     7         H'049C  513 H'0000 H'0015 
569 091223 1424     7         H'049C  512 H'0002 H'0000 
569 091223 1424     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
567 091222 2241     9         H'0006    0 H'0000 H'0000 
567 091222 2241     7         H'049C  513 H'0000 H'0014 
567 091222 2241     7         H'049C  512 H'0002 H'0000 
567 091222 2241     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
566 091222 1715     9         H'0006    0 H'0000 H'0000 
566 091222 1715     7         H'049C  513 H'0000 H'0015 
566 091222 1715     7         H'049C  512 H'0002 H'0000 
566 091222 1715     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
561 091218 2314     9         H'0006    0 H'0000 H'0000 
561 091218 2314    10     NO  H'049F  308 H'0001 H'FFFF 
                                      304 H'0003 H'0000 
                                      305 H'0000 H'0000 
                                      309 H'0000 H'0000 
                                      310 H'0000 H'0000 
558 091216 1156     9         H'0006    0 H'0000 H'0000 
558 091216 1156     7         H'049C  513 H'0000 H'0014 
558 091216 1156     7         H'049C  512 H'0002 H'0000 
558 091216 1156     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
556 091215 2339     9         H'0006    0 H'0000 H'0000 
556 091215 2339     7         H'049C  513 H'0000 H'0014 
556 091215 2338     7         H'049C  512 H'0002 H'0000 
556 091215 2338     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
551 091211 2354     9         H'0006    0 H'0000 H'0000 
551 091211 2354     7         H'049C  513 H'0000 H'0014 
551 091211 2353     7         H'049C  512 H'0002 H'0000 
551 091211 2353     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
549 091210 1205     9         H'0006    0 H'0000 H'0000 
549 091210 1205     7         H'049C  513 H'0000 H'0014 
549 091210 1205     7         H'049C  512 H'0002 H'0000 
549 091210 1205     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
547 091209 1141     9         H'0006    0 H'0000 H'0000 
547 091209 1141     7         H'049C  513 H'0000 H'0014 
547 091209 1141     7         H'049C  512 H'0002 H'0000 
547 091209 1141     1   1 YES H'049F  308 H'0001 H'FFFF 
                                      319 H'0000 H'0000 
                                      310 H'0000 H'0000 
543 091206 0109     7         H'049C  513 H'0000 H'0020 

CODE INF1EXP                           INF2EXP
   0 RECOVERY FINISHED                 
     IRRELEVANT                        IRRELEVANT
 106 WSR ROUTINE TEST                  
     H'0001 = RUN                      IRRELEVANT
     H'0002 = REJECTED                 CODE
                                       H'0001 = WSR ALARM
                                       H'0002 = ERROR FREE TIME < 2H
                                       H'0003 = WSR IS ACTIVE
                                       H'0004 = SB IS NOT NRM
                                       H'0005 = CPU-A IS NOT EX
 303 TYPE OF FAULT AT NORMALIZATION    
     AND SOFT SIDE SWITCH, PART 1      
     H'0000 = NO UNIT SUSPECTED BY     IRRELEVANT
              NORMALIZATION            
     H'0001 = UNIT SUSPECTED BY        UNIT
              NORMALIZATION            H'0000 = NO UNIT
                                       H'0001 = CPSB
                                       H'0002 = RPIO
                                       H'0003 = RPIRS
                                       H'0004 = POUR
                                       H'0005 = UPBB
                                       H'0006 = RPHMI
                                       H'0007 = PCIH
                                       H'0008 = POUC
                                       H'0009 = GESB-I-A
                                       H'000A = GESB-I-B
                                       H'000B = POU
                                       H'000C = FAN
     H'0002 = UNIT INDEX               RPIRS, POU OR FAN INDEX
     H'0003 = VOE-WSR                  SUSPECTED FAULTY UNIT
                                       H'0000 = POUC
                                       H'0001 = BOTH POU
     H'0004 = LSW STATUS REGISTER SB   REGISTER VALUE
                                       H'FFFF = CONTENTS ARE INVALID
     H'0005 = MSW STATUS REGISTER SB   REGISTER VALUE
                                       H'FFFF = CONTENTS ARE INVALID
     H'0006 = SIGNAL FAILED            SIGNAL NAME
                                       H'0000 = CPCHCPSTATE
                                       H'0001 = OPERATEINCPU
                                       H'0002 = CPCHRPHSTATE
                                       H'0003 = DIRPFAULT
                                       H'0004 = VMXFRREQ
                                       H'0005 = READINCPU
     H'0007 = RESULT CODE IN SIGNAL    RESULT CODE
     H'0008 = MISPA4D INTERNAL CODE    VALUE
     H'0009 = TRANSFER OF TRANSIENT    REASON
              DATA FAILED              H'0000 = TOO LONG COPY TIME
                                       H'0001 = BUFFER CONGESTION
                                       H'0002 = RELOAD NOT POSSIBLE
                                       H'0003 = SLE IN CP-SB SIDE
     H'000A = IO BUS STATUS            STATUS
                                       H'0000 = BOTH IOB ARE INTACT
                                       H'0001 = ONLY IOB-A IS FAULTY
                                       H'0002 = ONLY IOB-B IS FAULTY
                                       H'0003 = BOTH IOB ARE FAULTY
                                       H'FFFF = IOB STATUS UNKNOWN
     H'000B = BACKUP AREA TRANSFER     REASON
              FROM EX TO SB FAILED     H'0000 = TRANSFER FAILED
                                       H'0001 = TIMEOUT (NO ANSWER
                                                FROM APZ-VM)
                                       H'0002 = WRONG SIGNAL VERSION
                                       H'0003 = RECONFIGURATION FAILED
                                       H'0004 = UNKNOWN
     H'000C = FAULT CODE FROM APZ-VM   FAULT CODE
     H'000D = SB SIDE FAILED DURING    REASON
              RELOAD                   H'0000 = NO CONTACT WITH SB
                                       H'0001 = RELOAD INTERRUPTED
                                       H'0002 = RELOAD NOT STARTED
                                       H'0003 = RELOAD BLOCKED
 304 RESTART TYPE                      IRRELEVANT
     H'0000 = PROGRAM HANDLING ERROR   
     H'0001 = LATE SIDE INDICATION     
     H'0002 = SIDE SWITCH AT           
              FUNCTION CHANGE          
     H'0003 = COMMAND ORDERED          
              RESTART                  
     H'0004 = PROGRAM ERROR            
     H'0005 = NO REPLY SIGNAL IN       
              RESTART PHASE            
     H'0006 = FAULT IN SINGLE EX       
     H'0007 = START                    
     H'0008 = FUNCTION CHANGE          
     H'0009 = DATA ERROR AT FUNCTION   
              CHANGE                   
 305 HIGH ERROR FREQUENCY VALIDITY     IRRELEVANT
     H'0000 = NOT VALID                
     H'0001 = VALID                    
 307 LINK TO BOARD LIST                
     LINK VALUE                        IRRELEVANT
 308 CURRENT EX SIDE                   CURRENT EX RPH
     H'0000 = B-SIDE                   H'0000 = B-SIDE
     H'0001 = A-SIDE                   H'0001 = A-SIDE
                                       H'FFFF = NOT APPLICABLE
 309 SIDE FOR RESTART INFO             IRRELEVANT
     H'0000 = EX SIDE                  
     H'0001 = SB SIDE                  
 310 LINK TO EMPTY BOARD LIST          
     LINK VALUE                        IRRELEVANT
 319 AUTOMATIC NORMALIZATION           IRRELEVANT
 328 TYPE OF FAULT AT NORMALIZATION    
     AND SOFT SIDE SWITCH, PART 3      
     H'0000 = SIDE FOR FAULTY UNIT     CPAM OR CPU SIDE
                                       H'0000 = A-SIDE
                                       H'0001 = B-SIDE
     H'0001 = VM STATUS REGISTER       H0 DUMP STATUS
                                       H'00 = PLEX DUMP NOT LOADED
                                       H'01 = PLEX DUMP LOADED
                                       H'02 = RELOAD OF PLEX IN
                                              PROGRESS
                                       H'03 = INITIAL LOAD OF PLEX
                                              DUMP IN PROGRESS
                                       H1 EXECUTION STATUS
                                       H'00 = APZ VM HAS NOT STARTED
                                              PLEX
                                       H'01 = APZ VM HAS STARTED PLEX
                                       H'02 = PLEX DUMP HAS BEEN
                                              LOADED, PLEX NOT STARTED
                                       H'03 = XSTP HAS BEEN EXECUTED
     H'0002 = WSB CABLE ERROR          SDSR REGISTER VALUE
     H'0003 = TEST OF RPH CROSS        RPIRS INDEX
              CONNECTION FAILED        
     H'0004 = FAULT CODE FROM TEST     FAULT CODE
     H'0005 = CPT FAULT                IRRELEVANT
     H'0006 = INCOMPATIBLE MEMORY      IRRELEVANT
              SIZE BETWEEN CP SIDES    
     H'0007 = TAB CONNECTION BETWEEN   IRRELEVANT
              CPU AND RPH FAILED       
     H'0008 = CPU SIDE FOR FAILED      CPU SIDE
              CONNECTION               H'0000 = A-SIDE
                                       H'0001 = B-SIDE
     H'0009 = RPH FOR FAILED           RPHM SIDE
              CONNECTION               H'0000 = A-SIDE
                                       H'0001 = B-SIDE
     H'000A = REMOTE UPGRADE OF        IRRELEVANT
              FIRMWARE FAILED          
     H'000B = RUF STATUS B15-B0        REGISTER VALUE
                                       H'FFFF = CONTENTS ARE INVALID
     H'000C = RUF STATUS B31-B16       REGISTER VALUE
                                       H'FFFF = CONTENTS ARE INVALID
 331 CPU NORMALIZATION ATTEMPT         IRRELEVANT
 332 CPU NORMALIZATION NOT PERMITTED   
     H'0000 = SIGNAL CPNORMPREPARE     RESULT CODE IN SIGNAL
              FAILED                   
     H'0001 = DIFFERENT MIDDLEWARE     IRRELEVANT
              LOADED IN THE TWO CP     
              SIDES                    
     H'0002 = SRRC TOO HIGH            SRRC VALUE
 506 SOFT SIDE SWITCH SUCCESSFUL       
     DIAGNOSED PERIOD                  ELAPSED TIME
     H'0000 = ACTUAL STOP TIME         TIME (MILLI-SECONDS)
     H'0001 = INITIAL PHASE            TIME (SECONDS)
     H'0002 = FINAL PHASE              TIME (MILLISECONDS)
     H'0003 = TRAFFIC REGULATED        H'0000 = NO
                                       H'0001 = YES
 509 HARD BOOT ORDERED                 
     CP STATUS REGISTER (LSW)          CP STATUS REGISTER (MSW)
 510 BOOT OCCURED IN THE PAST          
     CP STATUS REGISTER (LSW)          CP STATUS REGISTER (MSW)
 512 START OF CP NORMALIZATION         
     ACTIVITY CODE                     TYPE OF NORMALIZATION
     H'0001 = ROUTINE TEST             H'0000 = NORMALIZE CP
     H'0002 = RETRY                    H'0001 = SOFT SIDE SWITCH
     H'0003 = COMMAND ORDERED          H'0002 = LIMITED CP
     H'0004 = DIAGNOSTIC TEST          H'0003 = NORMALIZE RPH
     H'0005 = INTERRUPTED REPAIR       H'0004 = PREPARE CP SB SIDE
     H'0006 = MANUAL INTERVENTION      
     H'0007 = REPAIR CHECK             
     H'0008 = SIZE ALTERATION          
     H'0009 = TEST TRAFFIC             
 513 END OF CP NORMALIZATION           
     RESULT CODE                       INFO
     H'0000 = SUCCESSFUL               TIME (SECONDS)
     H'0001 = SIGNAL GENERATION        IRRELEVANT
     H'0002 = NOT SUCCESSFUL           TIME (SECONDS)
     H'0003 = REJECTED                 IRRELEVANT
 514 CP SB IS BOOTING                  
     CP STATUS REGISTER (LSW)          CP STATUS REGISTER (MSW)
 800 SVC ROUTINE TEST                  
     H'0001 = RUN                      IRRELEVANT
     H'0002 = REJECTED                 H'0001 = CPU FAULT MARKED
                                       H'0002 = CPU-A IS NOT EX
                                       H'0003 = CPU NOT NORMAL WO
                                       H'0004 = ERROR FREE TIME < 2H
                                       H'0005 = SVC ALARM
                                       H'0006 = MAU ALARM
                                       H'0007 = CP ALARM
 840 BOOT LOAD FAIL                    IRRELEVANT
     H'0001 = A SIDE                   IRRELEVANT
     H'0002 = B SIDE                   IRRELEVANT
 857 LINK TO BOARD LIST                IRRELEVANT
     LINK VALUE                        

END



 RECONN EXECUTED
<dirrp:rp=all;
RP EVENT RECORD



COMMON EVENTS

EVENT DATE   TIME    REASON     ETYPE  INF1    INF2


RP AND EM EVENTS


 RP    TYPE      INTERFACE
  23   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 117  120205 011613    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 110  120122 013203    ERWORKING H'06A H'0002 H'0000 H'0000 00000000


 RP    TYPE      INTERFACE
  24   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 118  120205 011623    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 111  120122 013213    ERWORKING H'06A H'0002 H'0000 H'0000 00000000


 RP    TYPE      INTERFACE
  25   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 119  120205 011633    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 112  120122 013223    ERWORKING H'06A H'0002 H'0000 H'0000 00000000


 RP    TYPE      INTERFACE
  26   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 120  120205 013416    ALCEASING H'000 H'0000 H'0000 H'0000 H'0000
 120  120205 013416    BOARDREPL H'001 H'0049 H'0000 H'0000 H'0000
 120  120205 011644    ALINITIAT H'000 H'0000 H'0000 H'0000 H'0000
 120  120205 011644    ALREACHED H'000 H'0000 H'0000 H'0000 H'0000
 120  120205 011643    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 116  120122 013250    ERWORKING H'05D H'00A2 H'0011 H'0070 0FC89790
 113  120122 013232    ERWORKING H'06A H'0002 H'0000 H'0000 00000000


 RP    TYPE      INTERFACE
  27   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 121  120205 011653    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 114  120122 013243    ERWORKING H'06A H'0002 H'0000 H'0000 00000000


 RP    TYPE      INTERFACE
  28   RPALI1E   RP-2

EVENT DATE   TIME   EM REASON    ETYPE INF1   INF2   INF3   INF4
 122  120205 011703    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
 115  120122 013253    ERWORKING H'06A H'0002 H'0000 H'0000 00000000
END
<syfdp;
FORLOPP DURATION SUPERVISION STATUS

SUPERVISION OF LONG DURATION FOR ACTIVE FORLOPPS
PASSIVE

AUTOMATIC RELEASE OF HANGING SOFTWARE RECORDS

CONTINUOUS SUPERVISION
ACTIVE

INTERVAL(HOURS) RELEASES TIME  
24              0        0300

TEMPORARY SUPERVISION
PASSIVE

INTERVAL(MINUTES) RELEASES
10                0


END

<syfsp;
FORLOPP EXECUTION STATUS

FORLOPP HANDLING
ACTIVE

FORLOPP EXECUTION CONTROL FUNCTION (ECF) 
OFF

FORLOPP ERROR FUNCTION (FLERROR)
ON

FORLOPP MODE   SUBMODE        LIMIT
OPERATION      REDUCED LOAD   NO LIMIT


END

<syrap;
SYSTEM RECOVERY ACTIONS

FORLOPP RELEASE
ACTIVE

SELECTIVE RESTART
ACTIVE

SELECTIVE RESTART TYPE
SMALLDELAYED

SIGNALLING ERRORS
ACTIVE

SMALL SYSTEM RESTART ESCALATION WINDOW
4

LARGE SYSTEM RESTART ESCALATION WINDOW
4

NUMBER OF SMALL SYSTEM RESTARTS
1

NUMBER OF LARGE SYSTEM RESTARTS
1

SYREI EXPLANATION PARAMETER
MANDATORY

SYFRI EXPLANATION PARAMETER
OPTIONAL

FORLOPP HANDLING LOCKED ACTIVE
YES

SUSPENDED FORLOPPS AFTER RESTART
NO ACTION

END

<dpwsp;
CP STATE

MAU  SB SBSTATE      RPH-A       RPH-B       BUA STATE
NRM  B  WO           -           -                   1

END

<ptcoi;
EXECUTED

cpt<
cpt<ptwsp;
CPT MESSAGE CP STATE

CP-A EX CP-B SBWO CON B: PHC:PAS

END
cpt<ptcoe;
EXECUTED


<plldp;
PROCESSOR LOAD DATA
INT PLOAD CALIM OFFDO OFFDI FTCHDO FTCHDI OFFMPH OFFMPL FTCHMPH FTCHMPL
 1   14   50000   142    83   142     83    497      1    497       1
 2   15   50000   155    92   155     92    541      2    541       2
 3   15   50000   160    90   160     90    492      0    492       0
 4   15   50000   154    98   154     98    527      2    527       2
 5   15   50000   156    91   156     91    511      1    511       1
 6   15   50000   178    84   178     84    484      0    484       0
 7   16   50000   159    94   159     94    611      2    611       2
 8   15   50000   159    81   159     81    585      0    585       0
 9   15   50000   169   110   169    110    483      3    483       3
10   17   50000   166   108   166    108    541      0    541       0
11   15   50000   149    82   149     82    501      1    501       1
12   15   50000   160   100   160    100    477      1    477       1

INT OFFTCAP FTDTCAP
 1      0       0
 2      0       0
 3      0       0
 4      0       0
 5      0       0
 6      0       0
 7      0       0
 8      0       0
 9      0       0
10      0       0
11      0       0
12      0       0
END

<plsvp;
NOT ACCEPTED
FAULT CODE 4
NO DATA LOADED

<sybtp;
BACKUP INFORMATION DUMPTIMES

LARGE  SMALL

0200   0200
END

<sybfp:file;
ORDERED

<
COMMAND SESSION SUSPENDED

SYSTEM BACKUP FILES

FILE                           EXCHANGE
RELFSW0                        MSC_SERVER_AMR_IPA10_V1

SUBFILE          OUTPUTTIME    COMMANDLOG
SDD              120206 0200   -
LDD1             120206 0200   0001387
LDD2             120205 0200   0001386
PS               120131 1126   -
RS               120131 1126   -


FILE                           EXCHANGE
RELFSW1                        MSC_SERVER_AMR_IPA10_V1

SUBFILE          OUTPUTTIME    COMMANDLOG
SDD              120131 0200   -
LDD1             120131 0200   0001380
LDD2             120130 0200   0001379
PS               120123 0818   -
RS               120123 0818   -


FILE                           EXCHANGE
RELFSW2                        MSC_SERVER_AMR_IPA10_V1

SUBFILE          OUTPUTTIME    COMMANDLOG
SDD              120123 0200   -
LDD1             120123 0200   0001371
LDD2             120122 0200   0001370
PS               120118 1238   -
RS               120118 1238   -


FILE                           EXCHANGE
RELFSW99                       IN12M0RA000/000/0000K13

SUBFILE          OUTPUTTIME    COMMANDLOG
SDD              071207 0750   -
LDD1             071207 0750   -
PS               071207 0750   -
RS               071207 0750   -
END



 RECONN EXECUTED
<lamip;
MIDDLEWARE UNIT IDENTITY

CPHW DUMP
LZY_201_257_R16A

RPHMI MICRO PROGRAM IN PROM
CAA 141 142 R10A01

RPHMI FLASH LOAD MODULES
CXC1060124 R3A03,CXC1060161 R11A01

UPBB FLASH LOAD MODULES
CXC1060163 R22A01

CPSB FLASH LOAD MODULES
System_FW 01.30

PCIH FLASH LOAD MODULES
C23 Rev. 01, IPMI_FW 19000000

CPSB BOOT IMAGE
CXC1060226R13A

PCIH BOOT IMAGE
CXC1060235R12A



PLEX ENGINE DUMP
LZY_201_186_R4G01

CPSB PESD LOAD MODULE
CXC 161 0007 R4G01

PCIH PESD LOAD MODULE
CXC 161 0008 R4G01

CONFIGURATION FILE
CDA_102_438_5_R1A

END

<OCINP:IPN=ALL;
NOT ACCEPTED
FAULT CODE 108
IPN NOT SUPPORTED IN THIS APZ

<fcepp;
EM FUNCTION CHANGE SPECIFICATIONS

FUNCTION CHANGE STATE
NORM

INITIAL STATE FOR FUNCTION CHANGE

NO FUNCTION CHANGE SPECIFICATIONS GIVEN

END
<SASTP:UNITS=MW;
ORDERED

<
COMMAND SESSION SUSPENDED

STORE UTILIZATION

ITEM                                PS               RS               DS

TOTAL ALLOCATED AREAS               57                3             3265
TOTAL FREE AREAS                   196               12             3025
TRANSPORT AREA                       1                0
TOTAL BACKUP AREA                                                    290

LOGICAL STORE                      256               16             6291
PHYSICAL STORE                     256               16             6581

WORD LENGTH                         16               32               16


UNITS         ADDRUNIT
MW            LOGICAL

END



 RECONN EXECUTED
<labup;
ORDERED

<
COMMAND SESSION SUSPENDED

STORAGE BANK STATISTICS

BANKTYPE     SIZE       NIU      MNIU     NCONG
32            500        11        22         0
64           1500         9        16         0
128          2500      1536      1542         0
256          2500      2301      2308         0
512          2500      1509      1517         0
1K           2500      1561      1568         0
2K           2500         0         5         0
4K            100         0         2         0
8K             50         0         1         0
16K            61         0         1         0
32K           128         0         6         0
END


